Zakład;Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Utworzone przez;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Przestój;Urządzenie;Lokalizacja funkc.;Dotyczy urządzenia;Lokalizacja;Stanowisko robocze;Opis;Czas przestoju;Jedn. czasu przest.;Nr zlecenia;Status zawiadomienia;Opis;Notification Long Text;Grupa planistów;Wpływ;Dot. lokaliz. funkc.;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Tekst pozycji;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Tekst przyczyny;Rodzaj zlecenia;Krótki tekst;Status systemu;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu;Oznaczenie obiektu
PLPA;12689713;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:29:57;;00:00:00;17.06.2025;07:30:21;;00:00:00;;10119232;PLPA-PR-U11-010703-004;;UGP01;90300020;PRZEGLĄD PAKOWARKI;0,00E+00;H;50000225769;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD PAKOWARKI;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 4;
PLPA;12689714;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:31:07;;00:00:00;17.06.2025;07:31:26;;00:00:00;;10079583;PLPA-PR-U11-010703-004;;UGP11;90300020;PRZEGLĄD PAKOWARKI;0,00E+00;H;50000225770;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD PAKOWARKI;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 1;
PLPA;12689715;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:32:17;;00:00:00;17.06.2025;07:32:38;;00:00:00;;10079587;PLPA-PR-U11-010703-004;;UGP11;90300020;PRZEGLĄD PAKOWARKI;0,00E+00;H;50000225771;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD PAKOWARKI;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 0;
PLPA;12689716;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:34:21;;00:00:00;17.06.2025;07:34:41;;00:00:00;;10125328;PLPA-PR-U11-010703-004;;UGP11;90300020;PRZEGLĄD WYMIANA TAŚM;0,00E+00;H;50000225772;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD WYMIANA TAŚM;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 7;
PLPA;12689717;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:39:20;;00:00:00;17.06.2025;07:39:42;;00:00:00;;10079650;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225773;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K1;
PLPA;12689718;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:40:25;;00:00:00;17.06.2025;07:40:46;;00:00:00;;10116642;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225774;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K2;
PLPA;12689719;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:41:30;;00:00:00;17.06.2025;07:41:58;;00:00:00;;10079652;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225775;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K3;
PLPA;12689730;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:42:47;;00:00:00;17.06.2025;07:43:10;;00:00:00;;10079653;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225776;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K4;
PLPA;12689731;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:45:57;;00:00:00;17.06.2025;07:46:23;;00:00:00;;10079654;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225777;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K5;
PLPA;12689732;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:47:16;;00:00:00;17.06.2025;07:47:40;;00:00:00;;10079651;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225778;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K6;
PLPA;12689733;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:49:17;;00:00:00;17.06.2025;07:49:40;;00:00:00;;10116706;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225779;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K7;
PLPA;12689734;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:50:24;;00:00:00;17.06.2025;07:50:49;;00:00:00;;10116707;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLAD KARTONIARKI;0,00E+00;H;50000225960;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLAD KARTONIARKI;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Kartoniarka K8;
PLPA;12689735;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:54:51;;00:00:00;17.06.2025;07:55:47;;00:00:00;;10079660;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;50000225961;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD WAGI NASYPOWEJ;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Waga nasypowa nr 1;
PLPA;12689736;PT;17.06.2025;DOROZKRZY1;17.06.2025;07:56:53;;00:00:00;17.06.2025;07:58:41;;00:00:00;;10079659;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;50000225962;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD WAGI NASYPOWEJ;ZWOL CZPT BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Waga nasypowa nr 2;
PLPA;12689737;PT;17.06.2025;DOROZKRZY1;17.06.2025;08:00:45;;00:00:00;17.06.2025;08:08:34;;00:00:00;;10079661;PLPA-PR-U11-010703-005;;UGP11;90300020;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;50000225963;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD WAGI NASYPOWEJ;ZWOL BrMt KWS  PRRO;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Waga nasypowa nr 3;
PLPA;12689738;PT;17.06.2025;DOROZKRZY1;17.06.2025;08:13:11;;00:00:00;17.06.2025;08:13:51;;00:00:00;;10116410;PLPA-PR-U11-010703-002;;UGP11;90300020;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;50000225964;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD WAGI NASYPOWEJ;ZWOL CZPT BrMt KWS  PRRO;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga wielogłowicowa;
PLPA;12689739;PT;17.06.2025;DOROZKRZY1;17.06.2025;08:15:21;;00:00:00;17.06.2025;08:15:54;;00:00:00;;10138388;PLPA-PR-U11-010703-002;;UGP11;90300020;PRZEGLĄD WAGI NASYPOWEJ;0,00E+00;H;50000225965;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD WAGI NASYPOWEJ;ZWOL CZPT BrMt KWS  PRRO;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Waga wielogłowicowa;
PLPA;12689740;1P;17.06.2025;WRONAPIOT1;17.06.2025;07:45:42;;00:00:00;17.06.2025;06:00:42;17.06.2025;07:20:59;X;10101894;PLPA-PR-U41-011441-001;10101894;UGP41;90300020;PRZEPYCHACZ MODUŁÓW.;0,00E+00;H;50000225419;PRZL WTZW;;17.06.2025 07:50:09 CET Piotr Wrona (WRONAPIOT1) Brak powrotu siłownika przepychacza modułów z lewej strony, brak potwierdzen;P04;3;PLPA-PR-U41-011441-001;ZPM6;110;Przerwa w obwodzie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;PRZEPYCHACZ MODUŁÓW.;ZWOL CZPT BrMt KWS  PRRO;KB MINI 1. Modelator;PLPA-PR-U41-011441;KB MINI 1.;1-Piłki tnące moduły MINI;1-Piłki tnące moduły MINI
PLPA;12689741;1P;17.06.2025;MALINKRYS1;17.06.2025;07:46:22;17.06.2025;08:30:00;17.06.2025;07:35:00;17.06.2025;08:15:00;X;10241587;PLPA-PR-U42-011442-003;10241587;UGP42;90300020;USZKODZONY PRZEWÓD CZUJNIKA;7,27E-01;H;50000225940;PRZL ZWZK;;17.06.2025 09:55:49 CET Krystian Malinowski (MALINKRYS1) poprawa połączeń czujnika;P04;3;PLPA-PR-U42-011442-003;ZPM6;110;Przerwa w obwodzie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY PRZEWÓD CZUJNIKA;ZWOL CZPT DMNK KWS  NPT  PRRO;KBW 1. Pakowanie;PLPA-PR-U42-011442;KBW 1/COCO;1-Pakowaczka zbiorcza 6/T15;1-Pakowaczka zbiorcza 6/T15
PLPA;12689745;PT;17.06.2025;WELEWJARO1;17.06.2025;09:13:26;;00:00:00;17.06.2025;09:13:54;;00:00:00;;;PLPA-PR-U41-011541-001;;UGP41;90300020;UGP41;0,00E+00;H;50000225942;PRZL WTZW;;;P04;;;;;;;;;;;;;;PLM2;UGP41;ZWOL DMNK KWS  NPT  PRRO;KB MINI 2. Modelator(OBLEWANIE);PLPA-PR-U41-011541;KB MINI 2. Modelator(OBLEWANIE)+PAKOWANI;;
PLPA;12689750;PT;17.06.2025;SMYLROBE1;17.06.2025;08:06:05;;00:00:00;17.06.2025;08:06:48;;00:00:00;;;PLPA-PR-U43-011545-003;;UGP43;90300020;Przegląd. Pakowanie KB3;0,00E+00;H;50000225806;PRZL WTZW;;;P04;;;;;;;;;;;;;;PLM2;Przegląd. Pakowanie KB3;ZWOL DMNK KWS  NPT  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;;
PLPA;12689751;PT;17.06.2025;SMYLROBE1;17.06.2025;08:12:51;;00:00:00;17.06.2025;08:16:25;;00:00:00;;10166090;PLPA-PR-U42-011443-003;;UGP42;90300020;Montaż pompy MM 1502 AV (P6);0,00E+00;H;50000225807;PRZL WTZW;;;P04;;;;;;;;;;;;;;PLM2;(S). Montaż pompy MM 1502 AV (P6);ZWOL BrMt DMNK KWS  PRRO;KBW 2. Pakowanie;PLPA-PR-U42-011443;KBW 2.;2-Pompa próżniowa MM 1502 AV-8szt.;
PLPA;12689768;PQ;17.06.2025;JAKUBKRZY1;17.06.2025;14:11:57;;00:00:00;01.07.2025;06:47:32;01.07.2025;06:47:48;X;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300020;Awaria magazynka fondella;0,00E+00;H;50000227202;MOBI PRZL WTZW ZRZa;;;P02;3;PLPA-PR-U21-010172-001;;;;;;;;;;;;PLM4;Awaria magazynka fondella;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12689772;1P;17.06.2025;KOSIAKRZY1;17.06.2025;08:36:36;;00:00:00;;00:00:00;;00:00:00;X;10115782;PLPA-PR-U11-010703-004;;UGP11;90300020;Przekładasz brak potwierdzenia pozycji;0,00E+00;H;;MOBI WTZW;;17.06.2025 08:37:53 CET Krzysztof Kosiacki (KOSIAKRZY1) Brak potwierdzenia pozycji siłownika;P11;3;;;;;;;;;;;;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-1;
PLPA;12689916;PT;17.06.2025;DOROZKRZY1;17.06.2025;08:19:58;;00:00:00;17.06.2025;09:34:51;;00:00:00;;10139052;PLPA-PR-U11-010703-006;;UGP11;90300020;PRZEGLĄD NAPRAWA MAGAZYNKA PIROTINO;0,00E+00;H;50000225966;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD NAPRAWA MAGAZYNKA PIROTINO;ZWOL CZPT DMNK KWS  NPT  PRRO;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;3-Magazynek pirotino;
PLPA;12689918;1P;17.06.2025;KRASOKRZY1;17.06.2025;10:51:25;17.06.2025;12:19:31;17.06.2025;10:54:04;17.06.2025;11:17:27;;10126856;PLPA-PR-U12-011312-003;10126891;UGP12;90300020;Dysze do przeczyszczenia M3;0,00E+00;H;50000225967;MOBI PRZL ZWZK;;17.06.2025 11:18:30 CET MARIUSZ BOGUSZ (BOGUSMARI1) Czyszczenie układu klejenia;P05;3;PLPA-PR-U12-011312-003;ZPM5;105;Zatkanie;;;;;;;;;PLM1;Dysze do przeczyszczenia M3;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół kartoniarek SCHUBERT;2 - Kartoniarka T8-15 NR.3 MA004640
PLPA;12689919;1P;17.06.2025;KOTMICH1;17.06.2025;09:30:00;17.06.2025;14:16:05;17.06.2025;11:55:12;17.06.2025;14:16:05;X;10102046;PLPA-PR-U43-011445-003;10102057;UGP43;90300020;Wymiana mechanizmu nacięć banderoli;4,77E+00;H;50000225886;MOBI PRZL ZWZK;;17.06.2025 14:19:24 CET Miroslaw Smolarek (SMOLAMIRO1);P04;3;PLPA-PR-U43-011445-003;ZPM5;102;Zacinanie się;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Wymiana mechanizmu nacięć banderoli;ZWOL CZPT BrMt KWS  MOBI PRRO;KB 2. Pakowanie;PLPA-PR-U43-011445;KB 2.;1-Pakowaczka 1;2-Maszyna foliująca Flowpack 1
PLPA;12689948;1P;17.06.2025;MALINKRYS1;17.06.2025;14:50:46;;00:00:00;17.06.2025;13:10:00;17.06.2025;13:50:00;X;10101805;PLPA-PR-U43-011444;10101805;UGP43;90300020;AWARIA STEROWANIA;0,00E+00;H;50000225735;PRZL WTZW;;17.06.2025 14:51:46 CET Krystian Malinowski (MALINKRYS1) kalibracja łańcucha 17.06.2025 14:51:46 CET Krystian Malinowski (MALI;P04;3;PLPA-PR-U43-011444;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;AWARIA STEROWANIA;ZWOL CZPT BrMt KWS  PRRO;KB / KBW Isola Multipack;PLPA-PR-U43;UGP43 KINDER BUENO;1-Maszyna foliująca Flowpack 1;1-Maszyna foliująca Flowpack 1
PLPA;12689970;1P;17.06.2025;BROZERYK1;17.06.2025;09:37:51;17.06.2025;10:42:37;17.06.2025;09:41:25;17.06.2025;10:27:37;;10101171;PLPA-PR-U43-011545-003;10101171;UGP43;90300020;Problem z odkładaniem produktu.;0,00E+00;H;50000225884;MOBI PRZL ZWZK;;17.06.2025 09:38:50 CET ERYK BRÓZ (BROZERYK1) Regulacja ---------------------------------------- 17.06.2025 10:28:42 CET KRZYSZ;P04;2;PLPA-PR-U43-011545-003;ZPM5;100;Deformacja;PM1;0010;Część bez kodu magazynowego;;ZPM5;107;Niewłaściwe ustawienia/parametry maszyny;;PLM1;Problem z odkładaniem produktu.;ZWOL CZPT BrMt KWS  MOBI PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka zbiorcza 7;1-Pakowaczka zbiorcza 7
PLPA;12690000;1P;17.06.2025;ULASKKRZY1;17.06.2025;10:50:44;;00:00:00;;00:00:00;;00:00:00;X;10117913;PLPA-PR-U11-010703-003;10117913;UGP11;90300020;Usterka napędu -kilka razy na zmianę;0,00E+00;H;;MOBI WTZW;;;P11;2;PLPA-PR-U11-010703-003;;;;;;;;;;;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Rozkładacz form 1             005111;1-Rozkładacz form 1             005111
PLPA;12690003;1P;17.06.2025;GOZDZJARO2;17.06.2025;11:28:34;;00:00:00;17.06.2025;08:20:34;17.06.2025;08:40:20;X;10101079;PLPA-PR-U43-011545-003;10101079;UGP43;90300020;WYMIANA FILTRÓW;0,00E+00;H;50000226020;PRZL WTZW;;17.06.2025 11:30:56 CET Jarosław Goździk (GOZDZJARO2) Wymiana filtrów wentylacyjnych pakowaczki nr.7;P04;3;PLPA-PR-U43-011545-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;WYMIANA FILTRÓW;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka 7;1-Pakowaczka 7
PLPA;12690006;1P;17.06.2025;GOZDZJARO2;17.06.2025;11:32:20;;00:00:00;17.06.2025;08:55:20;17.06.2025;09:15:05;X;10101120;PLPA-PR-U43-011545-003;10101120;UGP43;90300020;WYMIANA CZUJNIKA;0,00E+00;H;50000226021;PRZL WTZW;;17.06.2025 11:33:43 CET Jarosław Goździk (GOZDZJARO2) Wymiana czujnika kontroli batona;P04;3;PLPA-PR-U43-011545-003;ZPM6;108;Błąd pomiaru;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;WYMIANA CZUJNIKA;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka zbiorcza 2;1-Pakowaczka zbiorcza 2
PLPA;12690007;1P;17.06.2025;GOZDZJARO2;17.06.2025;11:35:45;;00:00:00;17.06.2025;09:50:45;17.06.2025;10:15:24;X;10101081;PLPA-PR-U43-011545-003;10101081;UGP43;90300020;AWARIA STEROWNIKA OSI;0,00E+00;H;50000226022;PRZL WTZW;;17.06.2025 11:37:22 CET Jarosław Goździk (GOZDZJARO2) Naprawa sterownia;P04;3;PLPA-PR-U43-011545-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;AWARIA STEROWNIKA OSI;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka 8;1-Pakowaczka 8
PLPA;12690010;1P;17.06.2025;KOLOSLUKA1;17.06.2025;11:08:49;;00:00:00;17.06.2025;08:30:00;17.06.2025;08:50:00;X;10107837;PLPA-PR-U31-011332-001;10107837;UGP31;90300020;NIEPRAWIDŁOWE PODAWANIE ETYKIETY;0,00E+00;H;50000226000;PRZL WTZW;;17.06.2025 11:11:16 CET ŁUKASZ KOŁOSOWSKI (KOLOSLUKA1) Regulacje i zmiana parametrów etykieciarek.;P03;3;PLPA-PR-U31-011332-001;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;NIEPRAWIDŁOWE PODAWANIE ETYKIETY;ZWOL CZPT BrMt KWS  PRRO;Nutella 750g;PLPA-PR-U31-011332;Nutella T750;1-Automat etykietujący 1;1-Automat etykietujący 1
PLPA;12690011;1P;17.06.2025;KOLOSLUKA1;17.06.2025;11:14:18;;00:00:00;17.06.2025;09:20:00;17.06.2025;09:45:00;X;10117684;PLPA-PR-U22-019329-001;10117684;UGP22;90300020;BRAK ZGRZEWU-OPASARKA;0,00E+00;H;50000226001;PRZL WTZW;;17.06.2025 11:15:56 CET ŁUKASZ KOŁOSOWSKI (KOLOSLUKA1) Diagnostyka i regulacje.;P21;3;PLPA-PR-U22-019329-001;ZPM5;104;Złamanie;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;BRAK ZGRZEWU-OPASARKA;ZWOL CZPT BrMt KWS  PRRO;KJ TERMOFORMOWANIE;PLPA-PR-U22-019329;KJ TERMOFORMATURA;1-Owijarka palet;1-Owijarka palet
PLPA;12690039;PT;17.06.2025;DOROZKRZY1;17.06.2025;13:22:39;;00:00:00;17.06.2025;13:23:03;;00:00:00;;10117898;PLPA-PR-U11-010703-003;;UGP11;90300020;PRZEGLĄD PRZEKŁADACZA MIGDAŁA;0,00E+00;H;50000225969;PRZL WTZW;;;P11;;;;;;;;;;;;;;PLM2;PRZEGLĄD PRZEKŁADACZA MIGDAŁA;ZWOL CZPT DMNK KWS  NPT  PRRO;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Przekładacz migdała 1.1       005055/3;
PLPA;12690062;1P;17.06.2025;LUKASALBE1;17.06.2025;12:48:50;;00:00:00;17.06.2025;09:00:00;17.06.2025;12:30:00;X;10166729;PLPA-PR-U32-012211;10166729;UGP03;90300020;USZKODZONA POMPA.;0,00E+00;H;50000225653;PRZL WTZW;;17.06.2025 12:52:20 CET ALBERT ŁUKASIEWICZ (LUKASALBE1) Demontaż uszkodzonego elementu doprowadzającego lecytyne z zaworem, n;P03;3;PLPA-PR-U32-012211;ZPM5;100;Deformacja;PM1;0020;Brak części;;ZPM5;103;Błąd operatora/brak szkoleń użytkownika;;PLM1;USZKODZONA POMPA.;ZWOL CZPT BrMt BŁKL KWS  PRRO;Ciemny krem (K CARDS/KJ);PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zbiornik B3409;1-Zbiornik B3409
PLPA;12690084;PQ;17.06.2025;BIELERAFA2;17.06.2025;13:24:36;;00:00:00;17.06.2025;13:29:14;17.06.2025;16:33:17;X;10107893;PLPA-PR-U31-011330-001;10107893;UGP31;90300020;Regulacja wagi;0,00E+00;H;50000225808;MOBI PRZL WTZW ZRZa;;;P03;2;PLPA-PR-U31-011330-001;;;;;;;;;;;;PLM4;Regulacja wagi;ZWOL CZPT BrMt KWS  MOBI PRRO;Nutella 200g;PLPA-PR-U31-011330;Nutella T200 glass;1-Nalewarka T200;1-Nalewarka T200
PLPA;12690106;PQ;17.06.2025;JAKUBKRZY1;17.06.2025;15:47:25;;00:00:00;01.07.2025;06:46:22;01.07.2025;06:46:36;X;10164251;PLPA-PR-U21-010169-002;10164251;UGP21;90300020;Regulacja zawijania;0,00E+00;H;50000227201;MOBI PRZL WTZW ZRZa;;;P02;3;PLPA-PR-U21-010169-002;;;;;;;;;;;;PLM4;Regulacja zawijania;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T110 2;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T110 2;1-Maszyna pakująca IFC T110 2
PLPA;12690107;1P;17.06.2025;MALINKONR1;17.06.2025;15:56:05;17.06.2025;16:55:00;17.06.2025;15:55:00;17.06.2025;16:40:00;X;10214017;PLPA-PR-U32-012210;10214017;UGP03;90300020;WYCIEK WODY Z WYSPY;9,82E-01;H;50000225903;PRZL ZWZK;;17.06.2025 17:15:23 CET KONRAD MALINOWSKI (MALINKONR1) wymiana elektrozaworów;P03;3;PLPA-PR-U32-012210;ZPM5;106;Wyciek;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;WYCIEK WODY Z WYSPY;ZWOL CZPT DMNK KWS  NPT  PRRO;Jasny krem (TAV/K CARDS/KJ);PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Pięciowalcarka W3303;1-Pięciowalcarka W3303
PLPA;12690119;1P;17.06.2025;BIELERAFA2;17.06.2025;14:31:26;;00:00:00;;00:00:00;;00:00:00;X;10107824;PLPA-PR-U31-011332-001;;UGP31;90300030;Wymiana lampy błyskowej;0,00E+00;H;;MOBI WTZW;;;P03;2;;;;;;;;;;;;;;;;Nutella 750g;PLPA-PR-U31-011332;Nutella T750;1-Kontrola pustych słoików T700;
PLPA;12690120;1P;17.06.2025;ADAMCDAWI1;17.06.2025;13:07:32;17.06.2025;13:15:00;17.06.2025;13:08:29;17.06.2025;13:15:00;X;10164153;PLPA-PR-U12-010801-003;10164153;UGP12;90300030;Taśma poza torem;1,24E-01;H;50000225968;MOBI PRZL ZWZK;;17.06.2025 13:59:23 CET MACIEJ FRĄCZEK (FRACZMACI1) Przesunięcie taśmy na miejsce;P05;3;PLPA-PR-U12-010801-003;ZPM5;102;Zacinanie się;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Taśma poza torem;ZAK  CZPT BrMt KWS  MOBI PRRO;KINDER CARDS PAKOWANIE;PLPA-PR-U12-010801;KINDER CARDS;1-System dystrybucji ROTZINGER;1-System dystrybucji ROTZINGER
