Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Pocz. zakłóc. (godz.);Koniec zakłóc.(godz.);Przestój;Urządzenie;Lokalizacja funkc.;Lokalizacja;Opis;Czas przestoju;Jedn. czasu przest.;Wpływ;Kod uszkodzenia;Tekst dot. szkody;Kod przyczyny;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu
12563028;1P;07.03.2025;19:21:28;02:42:20;X;10152112;PLPA-PR-U11-010703-002;UGP11;Złe formowanie kartonika W6;7,35E+00;H;3;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12562917;1P;07.03.2025;18:06:09;18:30:52;X;10127175;PLPA-PR-U11-010703-004;UGP11;Awaria maszyny;4,12E-01;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-0
12562919;1P;07.03.2025;18:16:19;19:29:05;X;10117959;PLPA-PR-U11-010703-003;UGP11;suw pionowy tłoka magazynu QM45;1,21E+00;H;3;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dystrybucji tac 24x6
12563088;1P;07.03.2025;20:12:20;01:34:18;X;10115784;PLPA-PR-U11-010703-006;UGP11;Awaria temperatury;5,37E+00;H;2;110;Przerwa w obwodzie;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12563407;1P;08.03.2025;02:37:08;03:24:03;X;10115783;PLPA-PR-U11-010703-006;UGP11;Awaria przekładacza cukierka;7,82E-01;H;3;107;Awaria sterowania;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12563547;1P;08.03.2025;07:01:20;10:33:36;X;10115762;PLPA-PR-U11-010703-004;UGP11;Regulacja etykieciarki;3,54E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Paletyzacja transportery
12563661;1P;08.03.2025;07:50:16;10:33:11;X;10130780;PLPA-PR-U11-010703-005;UGP11;Regulacja składania czapkarka nr 2;2,72E+00;H;2;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład. cover 2
12563596;1P;08.03.2025;08:14:13;09:40:00;X;10118184;PLPA-PR-U11-010703-003;UGP11;Pęknięta piła;1,43E+00;H;3;103;Zużycie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 1
12563781;1P;08.03.2025;10:23:32;11:15:56;X;10117908;PLPA-PR-U11-010703-003;UGP11;Częste zablokowania form;8,73E-01;H;2;102;Zacinanie się;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Dociskacz form 1
12563864;1P;08.03.2025;15:33:57;17:40:27;X;10116403;PLPA-PR-U11-010703-004;UGP11;Regulacja temperatury noży;2,11E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12563974;1P;09.03.2025;05:21:25;07:24:36;X;10116593;PLPA-PR-U11-010703-005;UGP11;Uszkodzony siłownik;2,05E+00;H;3;104;Złamanie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12563938;1P;09.03.2025;03:50:48;05:30:12;X;10152112;PLPA-PR-U11-010703-002;UGP11;Regulacja kartoniarki;1,66E+00;H;2;102;Zacinanie się;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12564173;1P;09.03.2025;09:48:29;11:39:55;X;10116593;PLPA-PR-U11-010703-005;UGP11;Do ustawienia zamykanie w2;1,86E+00;H;2;100;Deformacja;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12564329;1P;09.03.2025;12:05:47;21:51:45;X;10115784;PLPA-PR-U11-010703-006;UGP11;Awaria kartoniarki T3/T4 display;9,77E+00;H;3;100;Deformacja;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12564434;1P;10.03.2025;02:49:13;04:13:48;X;10079670;PLPA-PR-U11-010703-005;UGP11;Źle składa covera,regulacja łopatek;1,41E+00;H;2;100;Deformacja;104;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12564443;1P;09.03.2025;20:53:54;21:52:00;X;10115783;PLPA-PR-U11-010703-006;UGP11;Regulacja nóż;9,68E-01;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12564399;1P;09.03.2025;21:04:15;04:11:45;X;10115784;PLPA-PR-U11-010703-006;UGP11;Kartoniarki display regulacja składania;7,13E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12564405;1P;10.03.2025;01:07:37;04:11:26;X;10158831;PLPA-PR-U11-010703-006;UGP11;Regulacja zamknięcia display;3,06E+00;H;2;102;Zacinanie się;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06
12564691;1P;10.03.2025;01:12:59;02:12:07;X;10117945;PLPA-PR-U11-010703-003;UGP11;Przesunięta taśma;9,86E-01;H;1;100;Deformacja;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 2
12564700;1P;10.03.2025;01:16:14;05:38:37;X;10079670;PLPA-PR-U11-010703-005;UGP11;Robót źle zamyka covera;4,37E+00;H;2;100;Deformacja;104;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zrobotyzowane urząd.nakład.cover 1
12564315;1P;10.03.2025;01:29:46;04:11:10;X;10132055;PLPA-PR-U11-010721;UGP11;Urwane mocowanie kartonika;2,69E+00;H;3;103;Zużycie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12564895;PT;10.03.2025;08:29:28;00:00:00;;10117886;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2 - Moduł tnący 1
12564896;PT;10.03.2025;08:30:49;00:00:00;;10117887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD MODUŁU TNACEGO;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2- Moduł tnący 2
12564897;PT;10.03.2025;08:32:19;00:00:00;;10153200;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PODAJNIKA MIGDAŁA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Podajnik migdała Labotek
12564898;PT;10.03.2025;08:33:40;00:00:00;;10117914;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD PRZEKŁADACZA;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 1   005113
12564899;PT;10.03.2025;08:36:35;00:00:00;;10117944;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD OBLEWARKI;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Oblewarka
12565050;PT;10.03.2025;08:37:56;00:00:00;;10118744;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD  SIATKI;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Transporter siatkowy
12565051;PT;10.03.2025;08:39:05;00:00:00;;10117890;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD CZUJNIKÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Transporter główny modelatora
12565052;PT;10.03.2025;08:41:08;00:00:00;;10116400;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD WYMIANA TAŚM;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 5
12565053;PT;10.03.2025;08:42:03;00:00:00;;10125328;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD WYMIANA TAŚM;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Pakowarka pozioma 7
12565054;PT;10.03.2025;08:44:25;00:00:00;;;PLPA-PR-U11-010703-004;UGP11;PRZEGLĄD SZAF STEROWNICZYCH;0,00E+00;H;;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;
12565056;PT;10.03.2025;08:46:11;00:00:00;;10116649;PLPA-PR-U11-010703-005;UGP11;PRZEGLĄD UKŁADU KLEJENIA;0,00E+00;H;;;;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Zespół klejenia kartonika
12565059;PT;10.03.2025;08:58:52;00:00:00;;10079715;PLPA-PR-U11-010703-006;UGP11;PRZEGLĄD ETYKIECIARKI;0,00E+00;H;;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Etykieciarka T3/T4 2
12565042;1P;10.03.2025;09:21:50;10:23:06;X;10116595;PLPA-PR-U11-010703-005;UGP11;Urwany ogranicznik młotka;1,02E+00;H;2;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12565224;1P;10.03.2025;10:20:34;00:00:00;;10115784;PLPA-PR-U11-010703-006;UGP11;Do poprawienia mocowanie przewodów elkr;0,00E+00;H;1;;;;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 3
12566258;1P;10.03.2025;18:51:16;17:42:50;X;10116394;PLPA-PR-U11-010703-004;UGP11;Brak zasilenia na metaldetektorze;2,29E+01;H;2;111;Brak zasilania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12566228;1P;10.03.2025;18:52:04;20:24:07;X;10116398;PLPA-PR-U11-010703-004;UGP11;Przekladacz pasy długi i krótki;1,53E+00;H;2;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12566460;1P;10.03.2025;20:26:56;21:32:28;X;10116401;PLPA-PR-U11-010703-004;UGP11;Zła praca podbieraków cukierka;1,09E+00;H;3;102;Zacinanie się;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12566883;1P;11.03.2025;06:38:18;08:50:48;X;10117910;PLPA-PR-U11-010703-003;UGP11;Wpadanie firm na kołki napęd nr.4;2,21E+00;H;3;102;Zacinanie się;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12566778;1P;11.03.2025;06:59:42;11:55:47;X;10116401;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa pod gwiazdą;4,93E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12567016;1P;11.03.2025;09:10:18;17:43:04;;10116593;PLPA-PR-U11-010703-005;UGP11;Awaria kurnik;0,00E+00;H;2;102;Zacinanie się;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12567017;1P;11.03.2025;09:49:03;00:00:00;;10229889;PLPA-UT-041-100000-005;UGP11;WYMIANA USZKODZONYCH ZAWORÓW;0,00E+00;H;3;;;;Washing machine 4 RAF/TAB;PLPA-UT-041-100000;Aminex,Myjki,Control Room,Mielenie odpad;1-Myjka form RAFFAELLO/TABLETS
12567368;PT;11.03.2025;13:26:14;00:00:00;;10243208;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYMIANA MODUŁÓW LINIOWYCH;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Transporter pionowy tac
12567650;1P;11.03.2025;14:09:52;00:00:00;;10127175;PLPA-PR-U11-010703-004;UGP11;Awaria manometra;0,00E+00;H;1;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-0
12567533;PT;11.03.2025;13:42:46;00:00:00;;10243749;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WYMIANA MODUŁÓW LINIOWYCH;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Winda powrotu form
12567409;1P;11.03.2025;15:57:27;17:42:38;;10116568;PLPA-PR-U11-010703-005;UGP11;Oberwana blacha od tackarki;0,00E+00;H;1;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12568221;1P;12.03.2025;00:19:54;02:23:31;;10117966;PLPA-PR-U11-010703-003;UGP11;Rozrzucone cukierki na tacach;0,00E+00;H;2;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dozowania produktu
12568093;1P;11.03.2025;22:06:00;23:40:02;X;10118187;PLPA-PR-U11-010703-003;UGP11;Zablokowana pompa od polewy przed tempe;1,57E+00;H;3;105;Zatkanie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Instalacja technologiczna polewy
12568231;1P;12.03.2025;00:31:33;02:23:15;X;10116568;PLPA-PR-U11-010703-005;UGP11;Źle złożony kartonik kart nr5;1,86E+00;H;3;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12568152;1P;11.03.2025;23:12:28;23:30:17;X;10116594;PLPA-PR-U11-010703-005;UGP11;Regulacja zamykania kartoników;2,97E-01;H;2;100;Deformacja;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -1
12568291;1P;12.03.2025;01:33:48;04:21:29;X;10152112;PLPA-PR-U11-010703-002;UGP11;Brak pracy przekładacza cukierka;2,79E+00;H;3;107;Awaria sterowania;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-23 -6
12568289;1P;12.03.2025;04:06:18;05:40:46;X;10116403;PLPA-PR-U11-010703-004;UGP11;Brak rozcinania;1,57E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12568205;1P;12.03.2025;03:48:25;05:41:17;X;10116403;PLPA-PR-U11-010703-004;UGP11;Awaria znacznika foli;1,88E+00;H;2;107;Awaria sterowania;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12568325;1P;12.03.2025;03:26:03;05:41:00;X;10116401;PLPA-PR-U11-010703-004;UGP11;Nie rozcina cukierka;2,25E+00;H;3;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
12568490;1P;12.03.2025;07:04:39;09:33:56;X;10132055;PLPA-PR-U11-010721;UGP11;Urwana blaszka;2,49E+00;H;3;103;Zużycie;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12568470;1P;12.03.2025;06:42:00;07:47:49;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja ciśnienia nóż;1,10E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12568305;1P;12.03.2025;06:42:51;09:33:43;X;10116398;PLPA-PR-U11-010703-004;UGP11;Regulacja nóż;2,85E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12568640;1P;12.03.2025;09:20:26;14:26:50;X;10132055;PLPA-PR-U11-010721;UGP11;Puszczanie kartonika nie w pozycji;5,11E+00;H;3;100;Deformacja;108;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;1-Zespół zamykania
12568650;1P;12.03.2025;09:28:48;11:16:37;X;10116595;PLPA-PR-U11-010703-005;UGP11;Tackarka nr 4 źle klei tackę;1,80E+00;H;2;103;Zużycie;108;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -4
12568628;1P;12.03.2025;15:04:10;16:33:35;X;10115783;PLPA-PR-U11-010703-006;UGP11;Regulacja nóż;1,49E+00;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12569155;1P;12.03.2025;15:26:27;02:25:28;X;10115783;PLPA-PR-U11-010703-006;UGP11;Duża temperatura noży 80 stopni;3,50E+01;H;2;103;Zużycie;108;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1/T3/T4 - 2
12569177;1P;12.03.2025;14:59:14;17:27:17;X;10138627;PLPA-PR-U11-010716;UGP11;Awaria owijarki;2,47E+00;H;3;105;Zatkanie;108;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Owijarka
12569224;1P;12.03.2025;15:08:07;00:00:00;X;10117915;PLPA-PR-U11-010703-003;UGP11;Przekładasz źle pobiera pic poca;0,00E+00;H;2;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Przekładacz na trans. siat. 2   005114
12569364;1P;12.03.2025;19:15:37;02:50:38;;10116593;PLPA-PR-U11-010703-005;UGP11;Wymiana ssawek przekładacza t15;0,00E+00;H;2;103;Zużycie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12569782;1P;12.03.2025;22:31:51;02:50:25;X;10116394;PLPA-PR-U11-010703-004;UGP11;Regulacja odcinania;4,31E+00;H;3;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12569439;1P;12.03.2025;23:35:19;02:50:52;;10116593;PLPA-PR-U11-010703-005;UGP11;Awaria tackarki;0,00E+00;H;2;104;Złamanie;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -2   005814
12569947;PT;13.03.2025;07:22:21;00:00:00;;10149887;PLPA-PR-U11-010703-003;UGP11;PRZEGLĄD WENTYLATORÓW;0,00E+00;H;;;;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;2-Wentylatory
12570459;PT;13.03.2025;11:57:09;00:00:00;;;PLPA-PR-U11-010703-002;UGP11;PRACE SERWISOWE LINIA WAŻĄCO-PAKUJACA 5,;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;
12570720;PT;13.03.2025;12:00:30;00:00:00;;;PLPA-PR-U11-010716;UGP11;PRACE SERWISOWE LINIA WAŻĄCO-PAKUJĄCA 7;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;
12570722;PT;13.03.2025;12:03:21;00:00:00;;;PLPA-PR-U11-010721;UGP11;PRACE SERWISOW LINIA WAŻĄCO-PAKUJĄCA 11;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 11 T8 L.21 RAFFAEL;PLPA-PR-U11;UGP11 RAFFAELLO;
12571221;1P;13.03.2025;20:02:34;00:18:29;X;10116394;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa pod przekladaczem;4,27E+00;H;2;100;Deformacja;108;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4
12571711;1P;14.03.2025;07:05:57;08:02:25;X;10118185;PLPA-PR-U11-010703-003;UGP11;Zerwana piła;9,41E-01;H;2;104;Złamanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1 - Zespół cięcia wafla 2
12571903;PT;14.03.2025;09:37:19;00:00:00;;10125841;PLPA-PR-U11-010719;UGP11;PRZEGLĄD SERWISOWY WAG NASYPOWYCH ISHIDA;0,00E+00;H;;;;;LINIA WAŻĄCO-PAKUJĄCA 10 T45 L.19 RAFFAE;PLPA-PR-U11;UGP11 RAFFAELLO;1-Waga nasypowa
12571914;1P;14.03.2025;11:30:42;13:06:27;X;10117910;PLPA-PR-U11-010703-003;UGP11;Awaria chłodni;1,60E+00;H;3;105;Zatkanie;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12571977;1P;14.03.2025;13:20:17;13:36:52;X;10117910;PLPA-PR-U11-010703-003;UGP11;Urwana prowadnica;2,76E-01;H;3;100;Deformacja;108;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół chłodniczy 1
12572351;1P;14.03.2025;18:11:27;18:37:49;X;10127175;PLPA-PR-U11-010703-004;UGP11;Nie rozcina foli NÓŻ;4,39E-01;H;3;100;Deformacja;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1-0
12572311;1P;14.03.2025;18:43:30;05:00:45;X;10117966;PLPA-PR-U11-010703-003;UGP11;Przekroczony czas zatrzymania cyklu RC1;1,03E+01;H;3;107;Awaria sterowania;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Zespół dozowania produktu
12572451;1P;14.03.2025;20:08:04;05:01:13;X;10116568;PLPA-PR-U11-010703-005;UGP11;Kartoniarka nr 6 źle składa bok;8,89E+00;H;2;100;Deformacja;;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia ważąco-pakujaca T-15 -3
12572377;1P;14.03.2025;20:25:48;21:14:53;X;10117908;PLPA-PR-U11-010703-003;UGP11;Rozkręcone sprzęgło siłownika;8,18E-01;H;2;100;Deformacja;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Dociskacz form 1
12572492;1P;14.03.2025;21:11:50;22:16:19;X;10116398;PLPA-PR-U11-010703-004;UGP11;Nie rozcina foli;1,07E+00;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12572388;1P;14.03.2025;23:01:32;23:27:57;X;10117943;PLPA-PR-U11-010703-003;UGP11;Uszkodzona siatka;4,40E-01;H;3;104;Złamanie;;MODELATOR RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Transporter siatkowy pod przekładaczam
12572655;1P;15.03.2025;04:10:20;05:00:28;X;10116398;PLPA-PR-U11-010703-004;UGP11;Uszkodzony pas;8,36E-01;H;1;103;Zużycie;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 5
12572599;1P;15.03.2025;08:38:54;00:00:00;;10116403;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa za metaldetektorem;0,00E+00;H;3;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 7
12572618;1P;15.03.2025;08:51:29;00:00:00;;10116401;PLPA-PR-U11-010703-004;UGP11;Wymiana pasa przed gwiazdą;0,00E+00;H;2;;;;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 6
