Nr zlecenia;Rodzaj zlecenia;Zakład;Lokalizacja / zakład;Krótki tekst;Line functional location;Ozn. lokaliz. funkc.;Impianto functional location;Ozn. lokaliz. funkc.;Urządzenie;Oznaczenie obiektu;Odpow. stanow. rob.;Status systemu;Baz. term. rozp.;Baz.term.zak.;Wprowadził(a);Data wprowadzenia;Godzina utworzenia;Zawiadomienie;Rodzaj zawiadomienia;Notification Long Text;Utworzono dnia;Utworzone przez;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Czas przestoju;Jedn. czasu przest.;Zmienione przez;Zmienione dnia
50000225324;PLM1;PLPA;UGP13;USZKODZONE GNIAZDO;PLPA-PR-U13-010401;TABLETS;PLPA-PR-U13-010401-001;TABLETS Creams;10167638;1-Zbiornik mobilny T7 Char. Raffaello;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;11.06.2025;11.06.2025;SZCZEPIOT1;11.06.2025;20:06:06;12684475;1P;11.06.2025 22:56:52 CET PIOTR SZCZEPAŃSKI (SZCZEPIOT1) Wymiana wtyczek sygnałowych na zbiornikach mobilnych T6 i T7.;11.06.2025;SZCZEPIOT1;ZPM6;110;Przerwa w obwodzie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;112;Niska jakość części zamiennych;11.06.2025;20:06:04;11.06.2025;21:15:00;11.06.2025;20:00:00;11.06.2025;21:00:00;1,15;H;DOROZKRZY1;07.07.2025
50000225325;PLM1;PLPA;UGP11;WYMIANA KR KOLIZJA;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;PLPA-PR-U11-010703-005;LINIE WAŻĄCO-PAKUJACE T15 1,2,3,4 RAFFAE;10116593;1-Linia ważąco-pakujaca T-15 -2   005814;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;12.06.2025;12.06.2025;ZIMECTOMA1;12.06.2025;02:17:26;12684701;1P;;12.06.2025;ZIMECTOMA1;;;;;;;;;;12.06.2025;02:17:23;;00:00:00;12.06.2025;02:17:23;;00:00:00;0;H;DOROZKRZY1;07.07.2025
50000225326;PLM1;PLPA;UGP43;USZKODZONE KOŁA ZĘBATE NAP.GRZAŁKI POPRZ;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011544;KB Multipack 2(KB 3);10101836;1-Maszyna foliująca Flowpack KB 3;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;KRZYSTOMA2;12.06.2025;03:39:14;12684702;1P;;12.06.2025;KRZYSTOMA2;;;;;;;;;;12.06.2025;03:39:12;;00:00:00;12.06.2025;03:39:12;;00:00:00;0;H;;
50000225327;PLM1;PLPA;UGP43;BŁĄD FORMATU;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011444;KB / KBW Isola Multipack;10211758;1-Paletyzacja IHS(MULTIP KB/KBW)Magazyn;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;MALINKRYS1;12.06.2025;09:19:07;12684923;1P;12.06.2025 09:21:02 CET Krystian Malinowski (MALINKRYS1) przywrócenie do pracy automatycznej współpraca z automatykiem;12.06.2025;MALINKRYS1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;12.06.2025;09:19:03;;00:00:00;12.06.2025;08:25:00;12.06.2025;09:00:00;0;H;;
50000225328;PLM1;PLPA;UGP32;KALIBRACJA CZUJNIKÓW TEMPERATURY;PLPA-PR-U32-012111;PREP. Kremu NUT;PLPA-PR-U32-012111-002;PREP. Kremu NUT/KJ;10166742;1-Pięciowalcarka W9310;90300020;ZAK  CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;GOZDZRAFA2;12.06.2025;15:47:03;12685291;1P;;12.06.2025;GOZDZRAFA2;;;;;;;;;;12.06.2025;15:46:58;;00:00:00;12.06.2025;15:46:58;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000225329;PLM1;PLPA;UGP13;ZAPCHANY UKŁAD REWORK;PLPA-PR-U13-010178;FC ROCHER(MODELATOR&PAKOWANIE)OLD;PLPA-PR-U13-010178-006;GF RO/FCR MODELATOR CEDA;10227551;1-Instalacja technologiczna kremu;90300020;ZAK  CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;PIWARKRZY1;12.06.2025;17:04:07;12685292;1P;;12.06.2025;PIWARKRZY1;;;;;;;;;;12.06.2025;17:04:05;;00:00:00;12.06.2025;17:04:05;;00:00:00;0;H;DOROZKRZY1;07.07.2025
50000225330;PLM1;PLPA;UGP43;NAPRAWA;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-002;KB 3. Modelator;10101251;1-Tunel chłodnia 1;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;KMITAMARE1;12.06.2025;17:39:33;12685293;1P;;12.06.2025;KMITAMARE1;;;;;;;;;;12.06.2025;17:39:31;;00:00:00;12.06.2025;17:39:31;;00:00:00;0;H;;
50000225331;PLM1;PLPA;UGP43;ZAKLESZCZONE WIDEŁKI;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-002;KB 3. Modelator;10101251;1-Tunel chłodnia 1;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;NAPIOJAKU2;12.06.2025;17:40:47;12685294;1P;12.06.2025 17:42:16 CET Jakub Napiórkowski (NAPIOJAKU2) wymiana wygiętych widełek i ustawienie w pozycji zerowej;12.06.2025;NAPIOJAKU2;ZPM5;100;Deformacja;;;;ZPM5;108;utrzymanie ruchu;12.06.2025;17:40:43;12.06.2025;17:45:45;12.06.2025;15:30:43;12.06.2025;17:30:45;0,08;H;;
50000225332;PLM1;PLPA;UGP03;WYMIANA FILTRÓW;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012210;Jasny krem (TAV/K CARDS/KJ);10166598;1-Zasyp ml.odtłuszczone E9201;90300020;ZAK  CZPT BrMt KWS  PRRO;13.06.2025;13.06.2025;MALINKONR1;13.06.2025;09:25:36;12685752;1P;13.06.2025 10:09:58 CET Tomasz Krzosek (KRZOSTOMA1) wymiana filtrów na zasypniku E9201.;13.06.2025;MALINKONR1;ZPM5;105;Zatkanie;PM1;0020;Brak części;ZPM5;108;utrzymanie ruchu;13.06.2025;09:25:32;13.06.2025;10:20:08;13.06.2025;09:20:32;13.06.2025;10:05:08;0,91;H;KOMORPATR1;15.07.2025
50000225333;PLM1;PLPA;UGP31;wymiana napędu pieca;PLPA-PR-U43-011445;KB 2.;PLPA-PR-U43-011445-001;KB 2. Piece z nawilżaczami;10184915;2-Zespół transportu form;90300020;ZWOL BŁKL DMNK KWS  NPT  PRRO;13.06.2025;14.06.2025;MALEKKONR1;13.06.2025;18:31:02;12686312;1P;;13.06.2025;MALEKKONR1;;;;;;;;;;13.06.2025;18:29:59;;00:00:00;13.06.2025;18:31:00;;00:00:00;0;H;;
50000225334;PLM1;PLPA;UGP42;TEST,AWARIA TRANSPORTERA;PLPA-PR-U42-011442;KBW 1/COCO;PLPA-PR-U42-011442-003;KBW 1. Pakowanie;10192203;1-Pakowaczka 1;90300020;ZWOL CZPT BrMt KWS  PRRO;13.06.2025;13.06.2025;SZYSZANDR1;13.06.2025;20:05:17;12686316;1P;13.06.2025 20:08:05 CET Andrzej Szyszka (SZYSZANDR1) test,awaria transportera,sprawdzenie parametrow;13.06.2025;SZYSZANDR1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;13.06.2025;20:05:11;;00:00:00;13.06.2025;19:05:11;13.06.2025;19:30:56;0;H;;
50000225335;PLM1;PLPA;UGP12;Piec Cupole. Awaria palnika środkowego.;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-001;NUTELLA B-READY PREPARACJA;10126132;1-Piece i transportery;90300030;ZAK  CZPT BrMt KWS  MOBI PRRO;13.06.2025;;PACUCPRZE1;13.06.2025;21:31:40;12686319;1P;13.06.2025 21:33:23 CET PRZEMYSŁAW PACUCHA (PACUCPRZE1) Wymiana uszkodzonego przewodu sterującego pracą świecy zapalającej.;13.06.2025;PACUCPRZE1;ZPM6;110;Przerwa w obwodzie;;;;;;;13.06.2025;21:30:10;14.06.2025;02:19:15;13.06.2025;21:31:36;13.06.2025;21:32:04;4,82;H;DOROZKRZY1;07.07.2025
50000225336;PLM1;PLPA;UGP12;M4 błąd czujnika kontroli kartonu;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126856;1 - Zespół kartoniarek SCHUBERT;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;14.06.2025;;PACUCPRZE1;14.06.2025;05:32:11;12686528;1P;14.06.2025 05:35:03 CET PRZEMYSŁAW PACUCHA (PACUCPRZE1) Regulacja czujnika kontroli kartonu na narzędziu robota pobierającego;14.06.2025;STULEDOMI1;ZPM6;108;Błąd pomiaru;;;;;;;14.06.2025;01:03:19;14.06.2025;07:08:10;14.06.2025;05:32:08;14.06.2025;05:32:25;0;H;DOROZKRZY1;07.07.2025
50000225337;PLM6;PLPA;UGP43;USZKODZONY PRZEWÓD WLRFR1 (SYGNAŁ 310SQ4;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011544;KB Multipack 2(KB 3);10101831;1-Robot pakujący KB 3;90300020;ZWOL CZPT BrMt KWS  PRRO;14.06.2025;;KRZYSTOMA2;14.06.2025;14:53:30;12687066;1P;14.06.2025 14:57:07 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Wymiana uszkodzonego przewodu oraz sprawdzenie poprawności działania.;14.06.2025;KRZYSTOMA2;ZPM6;107;Awaria sterowania;;;;ZPM5;102;Brak przeglądu: zanieczyszczenie;14.06.2025;14:53:28;;00:00:00;14.06.2025;09:00:28;14.06.2025;11:00:28;0;H;;
50000225338;PLM6;PLPA;UGP43;CZYSZCZENIE SZAF MODELATORA.;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-002;KB 3. Modelator;10165853;1-Urządzenia chłodnicze;90300020;ZWOL CZPT BrMt KWS  PRRO;14.06.2025;;KRZYSTOMA2;14.06.2025;14:58:32;12687067;1P;;14.06.2025;KRZYSTOMA2;;;;;;;;;;14.06.2025;14:58:30;;00:00:00;14.06.2025;14:58:30;;00:00:00;0;H;;
50000225339;PLM6;PLPA;UGP43;BRAK MOŻLIWOŚCI ZAŁĄCZENIE LINII SYST,BE;PLPA-PR-U43-011545;KB 3.;PLPA-PR-U43-011545-002;KB 3. Modelator;10174186;1-Transportery taśmowe przed Pancerino;90300020;ZWOL BrMt KWS  PRRO;14.06.2025;;KRZYSTOMA2;14.06.2025;15:01:32;12687068;1P;;14.06.2025;KRZYSTOMA2;;;;;;;;;;14.06.2025;15:01:30;;00:00:00;14.06.2025;15:01:30;;00:00:00;0;H;;
50000225340;PLM1;PLPA;UGP41;Paski 30x1890 dwie sztuki;PLPA-PR-U41-011441;KB MINI 1.;PLPA-PR-U41-011441-002;KB MINI 1. Pakowanie;10102146;1-Pakowaczka MINI 2;90300020;ZWOL CZPT DMNK KWS  MOBI NPT  PRRO;10.06.2025;;ZIELIWOJC1;10.06.2025;07:37:06;12682339;1P;10.06.2025 08:50:21 CET WOJCIECH ZIELIŃSKI (ZIELIWOJC1);10.06.2025;BOGUCARKA1;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;10.06.2025;07:31:32;10.06.2025;08:49:43;10.06.2025;07:37:03;10.06.2025;08:49:43;1,3;H;ZIELIWOJC1;10.06.2025
50000225341;PLM1;PLPA;UGP42;WYMIANA TASMY PRÓZNIOWEJ;PLPA-PR-U42-011443;KBW 2.;PLPA-PR-U42-011443-003;KBW 2. Pakowanie;10101702;1-Pakowaczka 3;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;TOKARMARI3;10.06.2025;07:55:37;12682375;1P;;10.06.2025;TOKARMARI3;ZPM5;103;Zużycie;;;;ZPM5;108;utrzymanie ruchu;10.06.2025;07:55:35;10.06.2025;08:35:20;10.06.2025;07:55:35;10.06.2025;08:20:20;0,66;H;TOKARMARI3;16.06.2025
50000225342;PLM4;PLPA;UGP31;Odkręcona rynienka od kleju;PLPA-PR-U31-011331;Nutella T400;PLPA-PR-U31-011331-001;Nutella 400g;10107867;1-Etykieciarka T400;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;10.06.2025;;JELENKRZY1;10.06.2025;18:21:51;12679039;PQ;;06.06.2025;NOWAKANET2;;;;;;;;;;06.06.2025;22:57:35;;00:00:00;10.06.2025;18:21:47;10.06.2025;18:55:55;0;H;KOMORPATR1;15.07.2025
50000225343;PLM1;PLPA;UGP42;WYMIANA NOZY BANDEROLI;PLPA-PR-U42-011443;KBW 2.;PLPA-PR-U42-011443-003;KBW 2. Pakowanie;10101706;1-Pakowaczka 8;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;WASIAROBE1;10.06.2025;20:36:09;12683440;1P;;10.06.2025;WASIAROBE1;ZPM5;104;Złamanie;;;;ZPM5;108;utrzymanie ruchu;10.06.2025;20:36:03;10.06.2025;21:30:00;10.06.2025;20:00:00;10.06.2025;21:15:00;0,9;H;WASIAROBE1;10.06.2025
50000225344;PLM1;PLPA;UGP12;Kamery do regulacji. K2;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126856;1 - Zespół kartoniarek SCHUBERT;90300030;ZAK  BrMt KWS  MOBI PRRO;10.06.2025;;FRACZMACI1;10.06.2025;22:50:32;12683317;1P;10.06.2025 23:08:08 CET MACIEJ FRĄCZEK (FRACZMACI1) Regulacja kamery kontroli nadruku na pudełku;10.06.2025;WILKMATE1;ZPM6;107;Awaria sterowania;;;;;;;10.06.2025;22:22:08;11.06.2025;00:17:15;10.06.2025;22:50:28;10.06.2025;23:07:33;0;H;DOROZKRZY1;07.07.2025
50000225345;PLM1;PLPA;UGP21;Brak jednego wersu w dacie;PLPA-PR-U21-010121;KINDER SURPRISE;PLPA-PR-U21-010121-003;KS LINIA PAKOWANIA GR-07 1;10115307;1-Robot TLD600 1;90300030;ZWOL CZPT BrMt KWS  MOBI PRRO;10.06.2025;;ZGIEBANDR1;10.06.2025;23:22:22;12683524;1P;10.06.2025 23:47:14 CET ANDRZEJ ZGIEB (ZGIEBANDR1) GR07-1, brak jednego wersu w dacie. Drukarka 2 - regulacja parametrów.;10.06.2025;CZERWEDYT1;ZPM6;107;Awaria sterowania;PM1;0040;Części daleko od miejsca naprawy;ZPM5;110;Brak smarowania / złe smarowanie;10.06.2025;22:43:00;11.06.2025;01:17:49;10.06.2025;23:22:19;10.06.2025;23:44:41;2,58;H;;
50000225346;PLM6;PLPA;UGP03;USZKODZONA KLAMRA OD MASY.;PLPA-PR-U32-012011;PREP. Kremu KB;PLPA-PR-U32-012011-001;Preparacja kremu KJ/KB/KBW;10110331;1-Silos Cukier S-2 Stary;90300020;ZAK  CZPT BrMt BŁKL KWS  PRRO;11.06.2025;;OWCZAHUBE1;11.06.2025;08:48:10;12683882;1P;;11.06.2025;OWCZAHUBE1;;;;;;;;;;11.06.2025;08:46:55;;00:00:00;11.06.2025;08:46:55;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000225347;PLM1;PLPA;UGP42;AWARIA STEROWANIA;PLPA-PR-U42-011442;KBW 1/COCO;PLPA-PR-U42-011442-003;KBW 1. Pakowanie;10192203;1-Pakowaczka 1;90300020;ZWOL CZPT BrMt KWS  PRRO;11.06.2025;11.06.2025;SZYSZANDR1;11.06.2025;09:35:21;12683883;1P;11.06.2025 09:37:19 CET Andrzej Szyszka (SZYSZANDR1) awaria sterowania;11.06.2025;SZYSZANDR1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;11.06.2025;09:35:15;11.06.2025;09:50:00;11.06.2025;09:05:15;11.06.2025;09:35:00;0,25;H;;
50000225348;PLM1;PLPA;UGP32;NIEPRAWIDŁOWA TEMPERATURA WAŁKA.;PLPA-PR-U32-012111;PREP. Kremu NUT;PLPA-PR-U32-012111-002;PREP. Kremu NUT/KJ;10108409;1-Pięciowalcarka W9303;90300020;ZAK  CZPT DMNK KWS  PRRO;11.06.2025;11.06.2025;OWCZAHUBE1;11.06.2025;09:56:52;12684200;1P;11.06.2025 10:34:17 CET Hubert Owczarek (OWCZAHUBE1) Uszkodzony czujnik pt100 od temperatury wałka (przetarty) Wymiana na nowy;11.06.2025;OWCZAHUBE1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;11.06.2025;09:56:48;11.06.2025;10:45:19;11.06.2025;09:21:48;11.06.2025;10:30:19;0,81;H;KOMORPATR1;15.07.2025
50000225349;PLM1;PLPA;UGP11;AWARIA FANUCA;PLPA-PR-U11;UGP11 RAFFAELLO;PLPA-PR-U11-010717;LINIA PAKUJĄCA ERMETICO RAFFAELLO;10087519;1-Maszyna pakująca Ermetico 1     003230;90300020;ZAK  CZPT BrMt KWS  PRRO;11.06.2025;11.06.2025;KAMINBART1;11.06.2025;16:12:54;12684373;1P;11.06.2025 16:15:21 CET BARTŁOMIEJ KAMIŃSKI (KAMINBART1) Praca  z automatykiem. Sprawdzenie i zresetowanie systemu bezpieczeń;11.06.2025;KAMINBART1;ZPM6;107;Awaria sterowania;;;;ZPM5;108;utrzymanie ruchu;11.06.2025;16:12:50;11.06.2025;16:30:50;11.06.2025;15:50:50;11.06.2025;16:15:50;0,3;H;DOROZKRZY1;07.07.2025
50000225350;PLM1;PLPA;UGP31;MONTAZ OSPRZETU ETYKIECIARKI;PLPA-PR-U31-011331;Nutella T400;PLPA-PR-U31-011331-001;Nutella 400g;10107867;1-Etykieciarka T400;90300020;ZAK  CZPT BrMt KWS  PRRO;11.06.2025;11.06.2025;JELENKRZY1;11.06.2025;19:06:03;12684377;1P;;11.06.2025;JELENKRZY1;;;;;;;;;;11.06.2025;19:06:00;;00:00:00;11.06.2025;19:06:00;;00:00:00;0;H;KOMORPATR1;15.07.2025
50000225351;PLM1;PLPA;FACILITIES;BLAKADA ŁAŃCUCHA STÓŁ NR C-0112;PLPA-LG-001-100010;Magazyn opakowań;PLPA-LG-001-100010-005;Przenośnik hala 1;10227848;1-Przenośniki MECALUX;90300020;ZWOL CZPT BrMt BŁKL KWS  PRRO;11.06.2025;11.06.2025;STEPOKRZY1;11.06.2025;19:53:24;12684378;1P;11.06.2025 19:56:26 CET KRZYSZTOF STĘPOWSKI (STEPOKRZY1) zluzowanie łańcucha rospinanie łańcucha załorzenie na zębatkę r;11.06.2025;STEPOKRZY1;ZPM5;102;Zacinanie się;;;;ZPM5;108;utrzymanie ruchu;11.06.2025;19:53:17;;00:00:00;11.06.2025;18:30:17;11.06.2025;19:30:01;0;H;;
50000225352;PLM1;PLPA;FACILITIES;BRAK ŁADOWANIA BATERII;PLPA-LG-001-100080;Wózki autonomiczne AGV;PLPA-LG-001-100080-001;Wózki autonomiczne AGV;10227581;1-Agilox MARIO - NUTELLA/KB3;90300020;ZWOL CZPT BŁKL DMNK KWS  NPT  PRRO;11.06.2025;11.06.2025;KIJAKJACE1;11.06.2025;20:03:36;12684520;1P;11.06.2025 21:10:12 CET JACEK KIJAK (KIJAKJACE1) wymiana modułu baterii;11.06.2025;KIJAKJACE1;ZPM6;111;Brak zasilania;;;;ZPM5;108;utrzymanie ruchu;11.06.2025;20:03:26;11.06.2025;21:10:35;11.06.2025;19:30:26;11.06.2025;20:55:35;1,12;H;KIJAKJACE1;11.06.2025
50000225353;PLM1;PLPA;UGP41;WYMIANA WAŁKÓW;PLPA-PR-U41-011441;KB MINI 1.;PLPA-PR-U41-011441-002;KB MINI 1. Pakowanie;10102144;1-Dystrybucja rzędów MINI;90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;11.06.2025;11.06.2025;ZIELIWOJC1;11.06.2025;21:12:31;12684522;1P;;11.06.2025;ZIELIWOJC1;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;ZPM5;108;utrzymanie ruchu;11.06.2025;21:12:26;11.06.2025;22:02:34;11.06.2025;21:12:26;11.06.2025;21:47:34;0,84;H;ZIELIWOJC1;11.06.2025
50000225354;PLM1;PLPA;UGP43;REGENERACJA KÓŁ ZĘBATYCH NAPEDU NOŻY;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011544;KB Multipack 2(KB 3);10101836;1-Maszyna foliująca Flowpack KB 3;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;ZIELIWOJC1;12.06.2025;04:39:26;12684791;1P;;12.06.2025;ZIELIWOJC1;ZPM5;103;Zużycie;PM1;0010;Część bez kodu magazynowego;ZPM5;108;utrzymanie ruchu;12.06.2025;04:39:22;;00:00:00;12.06.2025;01:02:22;12.06.2025;03:10:19;0;H;;
50000225355;PLM1;PLPA;UGP43;URWANY MECHANIZM OBROTU GŁOWICY PAKUJACE;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011446;KB 2. Pakowanie T6;10102239;1-Robot T6 3;90300020;ZWOL CZPT BrMt KWS  PRRO;12.06.2025;12.06.2025;ZIELIWOJC1;12.06.2025;04:42:24;12684796;1P;;12.06.2025;ZIELIWOJC1;ZPM5;104;Złamanie;PM1;0010;Część bez kodu magazynowego;ZPM5;108;utrzymanie ruchu;12.06.2025;04:42:19;12.06.2025;04:58:01;12.06.2025;03:50:19;12.06.2025;04:43:01;0,26;H;;
50000225356;PLM2;PLPA;UGP12;1 - Zespół flowpacków  ACMA 10126826 Sma;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126826;1 - Zespół flowpacków  ACMA;90300020;ZWOL CZPT BrMt KWS  PRRO;13.06.2025;13.06.2025;ZWOLIPIOT1;12.06.2025;05:51:23;12684826;PT;;12.06.2025;ZWOLIPIOT1;;;;;;;;;;12.06.2025;05:50:53;;00:00:00;12.06.2025;05:51:21;;00:00:00;0;H;;
50000225357;PLM2;PLPA;UGP12;Klejarka wodna wafla/Robot przekładający;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-002;NUTELLA B-READY MODELATOR;10126188;1-Klejarka wodna wafla;90300020;ZWOL CZPT BrMt KWS  PRRO;13.06.2025;13.06.2025;ZWOLIPIOT1;12.06.2025;05:52:10;12684827;PT;;12.06.2025;ZWOLIPIOT1;;;;;;;;;;12.06.2025;05:51:45;;00:00:00;12.06.2025;05:52:08;;00:00:00;0;H;;
50000225358;PLM2;PLPA;UGP12;2-Układ trans. Flexlink 85 1 (2B) 101269;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126974;2-Układ trans. Flexlink 85 4 (2B);90300020;ZWOL CZPT DMNK KWS  NPT  PRRO;13.06.2025;13.06.2025;ZWOLIPIOT1;12.06.2025;05:53:02;12684829;PT;;12.06.2025;ZWOLIPIOT1;;;;;;;;;;12.06.2025;05:52:32;;00:00:00;12.06.2025;05:53:01;;00:00:00;0;H;DIDUCPAWE1;24.06.2025
50000225359;PLM2;PLPA;UGP12;Stanowiska dojrzewania ciasta 10126122 S;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-001;NUTELLA B-READY PREPARACJA;10126122;1-Strefa dojrzewania ciasta;90300020;ZWOL BrMt KWS  PRRO;13.06.2025;13.06.2025;ZWOLIPIOT1;12.06.2025;05:55:06;12684831;PT;;12.06.2025;ZWOLIPIOT1;;;;;;;;;;12.06.2025;05:54:37;;00:00:00;12.06.2025;05:55:05;;00:00:00;0;H;;
50000225360;PLM1;PLPA;UGP43;Zła pozycja zatrzymania;PLPA-PR-U43;UGP43 KINDER BUENO;PLPA-PR-U43-011446;KB 2. Pakowanie T6;10102242;1-Kartoniarka T6 4;90300020;ZWOL CZPT BrMt KWS  MOBI PRRO;10.06.2025;;ZIELIWOJC1;10.06.2025;08:51:44;12682360;1P;10.06.2025 09:38:32 CET WOJCIECH ZIELIŃSKI (ZIELIWOJC1);10.06.2025;NOWAKPAWE1;ZPM5;102;Zacinanie się;PM1;0010;Część bez kodu magazynowego;ZPM5;108;utrzymanie ruchu;10.06.2025;07:37:02;10.06.2025;12:02:12;10.06.2025;08:51:17;10.06.2025;09:37:48;4,42;H;;
50000225361;PLM1;PLPA;UGP31;KONTROLA NOŻY W MŁYNKU;PLPA-PR-U31;UGP31 NUTELLA + TOASTING;PLPA-PR-U31-012120;Rozdrabnianie kakao;10110103;1-Młynek;90300020;ZAK  CZPT BrMt KWS  PRRO;10.06.2025;10.06.2025;PIATEPAWE1;10.06.2025;10:24:55;12682207;1P;;10.06.2025;PIATEPAWE1;ZPM5;103;Zużycie;PM1;0020;Brak części;ZPM5;108;utrzymanie ruchu;10.06.2025;10:24:47;;00:00:00;10.06.2025;07:40:47;10.06.2025;09:00:57;0;H;KOMORPATR1;15.07.2025
50000225362;PLM1;PLPA;UGP32;MOCOWANIE POMPY DO PODŁOŻA;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;PLPA-PR-U32-012115;Dezodorator 2;10110229;1-Zespół pomp rozładunkowych z kolumny 1;90300020;ZAK  CZPT DMNK KWS  NPT  PRRO;10.06.2025;10.06.2025;PIATEPAWE1;10.06.2025;10:28:47;12682208;1P;;10.06.2025;PIATEPAWE1;ZPM5;104;Złamanie;PM1;0020;Brak części;ZPM5;108;utrzymanie ruchu;10.06.2025;10:28:40;10.06.2025;12:15:03;10.06.2025;09:15:40;10.06.2025;12:00:03;1,77;H;KOMORPATR1;15.07.2025
50000225363;PLM1;PLPA;FACILITIES;ZERWANY ŁANCUCH GR.27;PLPA-LG-001-100000;Magazyn wyrobu gotowego HUB;PLPA-LG-001-100000-004;Strefa wysyłek;10227444;1-Przenośniki grawitacyjne;90300020;ZWOL CZPT BrMt BŁKL KWS  PRRO;10.06.2025;10.06.2025;STEPOKRZY1;10.06.2025;11:39:22;12682209;1P;10.06.2025 11:42:52 CET KRZYSZTOF STĘPOWSKI (STEPOKRZY1) wymiana uszkodzonego ślizgu i wymiana uszkodzonych ogniw łańcucha r;10.06.2025;STEPOKRZY1;ZPM5;102;Zacinanie się;;;;ZPM5;108;utrzymanie ruchu;10.06.2025;11:39:17;10.06.2025;11:45:13;10.06.2025;06:30:17;10.06.2025;11:30:13;0,1;H;;
50000225364;PLM1;PLPA;UGP12;Nie zamyka display;PLPA-PR-U12-011312;NUTELLA B-READY;PLPA-PR-U12-011312-003;NUTELLA B-READY PAKOWANIE;10126856;1 - Zespół kartoniarek SCHUBERT;90300020;ZAK  CZPT BrMt KWS  MOBI PRRO;10.06.2025;;CZACHTOMA1;10.06.2025;12:11:26;12682810;1P;10.06.2025 12:37:01 CET TOMASZ CZACHOROWSKI (CZACHTOMA1) Regulacja narzędzia zamykającego;10.06.2025;MALINKACP1;ZPM5;102;Zacinanie się;;;;ZPM5;108;utrzymanie ruchu;10.06.2025;12:08:11;10.06.2025;12:37:08;10.06.2025;12:11:23;10.06.2025;12:36:10;0,48;H;DOROZKRZY1;07.07.2025
